X,Y,FID,Plant_Name,Owner,Operator,City,State,County,ZipCode,Period,Cap_MMcfd,Plant_Flow,BTU_Conten,Dry_Stor,NGL_Stor,Longitude,Latitude,Source
-105.77784,43.85235,1,50 Buttes Processing Facility,"Thunder Creek Gas Services,L.L.C.","Thunder Creek Gas Services, L.L.C.",Gillette,WY,Campbell,82718,2017,90,81,1274,0,15657,-105.77784,43.85235,"EIA-757, Natural Gas Processing Plant Survey"
-100.11626,35.5464,2,Ajax Plant,"Enbridge Pipelines (Texas Gathering), L.P.",Enbridge Pipelines (Texas Gathering) L.P.,Wheeler,TX,Wheeler,79096,2017,150,150,1192,0,0,-100.11626,35.5464,"EIA-757, Natural Gas Processing Plant Survey"
-95.51805,31.29948,3,Alamo,La Grange Acquisition LP,Energy Transfer Company,Crockett,TX,Houston,75835,2017,200,125,1140,0,0,-95.51805,31.29948,"EIA-757, Natural Gas Processing Plant Survey"
-100.14509,35.61864,4,Allison Gas Plant,Enbridge Pipelines (Texas Gathering) L.P., , ,TX,Wheeler,79003,2017,150,90,1169,0,0,-100.14509,35.61864,"EIA-757, Natural Gas Processing Plant Survey"
-111.95981,48.73838,5,Aloe Ventures,Lamarsa Corp,Lamarsa Corp,Shelby,MT,Toole,59474-0766,2017,600,600,1000,0,0,-111.95981,48.73838,"EIA-757, Natural Gas Processing Plant Survey"
-110.32903,40.35807,6,Altamont Gas Plant,Kinder Morgan,Kinder Morgan - Altamont,Altamont,UT,Duchesne,84001,2017,80,76,1200,0,22476,-110.32903,40.35807,"EIA-757, Natural Gas Processing Plant Survey"
-97.79838,35.1627,7,Amber Gas Plant, , ,Amber,OK,Grady,73004-5511,2017,21,6,1350,0,380,-97.79838,35.1627,"EIA-757, Natural Gas Processing Plant Survey"
-111.04083,41.06722,8,Anschutz Ranch East,Merit Energy Company,Merit Energy Company,Evanston,WY,Uinta,82930,2017,55,10,1026,0,10000,-111.04083,41.06722,"EIA-757, Natural Gas Processing Plant Survey"
-99.78365,35.83074,9,Antelope Hills Natural Gas Processing,ONEOK,ONEOK,Crawford,OK,Roger Mills,73638,2017,50,48,1175,0,650,-99.78365,35.83074,"EIA-757, Natural Gas Processing Plant Survey"
-100.1206,35.9983,10,Antelope Hills Plant,ETC Field Services LLC,ETC Field Services LLC,Canadian,TX,Hemphill,79014,2017,135,79,1287,0,864,-100.1206,35.9983,"EIA-757, Natural Gas Processing Plant Survey"
-99.21717,35.7516,11,Arapaho Plants 1-2-3,MarkWest Oklahoma Gas Company LLC,MarkWest Oklahoma Gas Company LLC,Butler,OK,Custer,73625-5021,2017,225,210,1220,0,0,-99.21717,35.7516,"EIA-757, Natural Gas Processing Plant Survey"
-97.03916,29.13389,12,Armstrong Plant,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,Yoakum,TX,Eddy,88256,2017,200,50,1060,0,1200,-97.03916,29.13389,"EIA-757, Natural Gas Processing Plant Survey"
-103.1552,31.31371,13,Arrowhead Plant,"ETC Texas Pipeline, Ltd.","ETC Texas Pipeline, Ltd.",Coyanosa,TX,Reeves,79730,2017,220,196,1258,0,1850,-103.1552,31.31371,"EIA-757, Natural Gas Processing Plant Survey"
-104.21071,32.75642,14,Artesia,DCP Midstream,DCP Midstream,Artesia,NM,Eddy,88210,2017,90,80,1200,0,2573,-104.21071,32.75642,"EIA-757, Natural Gas Processing Plant Survey"
-87.43715,31.17234,15,Atmore Plant,Gas Processors Inc,Gas Processors Inc,Atmore,AL,Escambia,39502,2017,9,9,1275,0,2857,-87.43715,31.17234,"EIA-757, Natural Gas Processing Plant Survey"
-96.87799,29.93346,16,Austin Giddings,"DCP Operating Company, LP","DCP Operating Company, LP",La Grange,TX,Fayette,78945,2017,95,90,1218,0,7238,-96.87799,29.93346,"EIA-757, Natural Gas Processing Plant Survey"
-88.30556,41.41305,17,Aux Sable Liquid Products,Enbridge, ,Morris,IL,Grundy,60450,2017,2100,1633,1131,0,200000,-88.30556,41.41305,"EIA-757, Natural Gas Processing Plant Survey"
-102.22158,48.29935,18,"Aux Sable Midstream, LLC",Enbridge, ,Palermo,ND,Mountrail,58769,2017,80,56,1492,0,6429,-102.22158,48.29935,"EIA-757, Natural Gas Processing Plant Survey"
-97.59602,32.82262,19,Azle Plant, ,"Enlink Texas Processing, LP",Azle,TX,Parker,76020,2017,50,0,0,0,1373,-97.59602,32.82262,"EIA-757, Natural Gas Processing Plant Survey"
-86.32218,44.26337,20,Aztec Manistee,Aztec Producing Company,Aztec Producing Company,Manistee,MI,Manistee,49660,2017,5,0,1340,0,1429,-86.32218,44.26337,"EIA-757, Natural Gas Processing Plant Survey"
-103.66757,46.08853,21,Badlands Gas Plant,Hiland Partners Holdings LLC,Kinder Morgan,Rhame,ND,Bowman,58651-9789,2017,52,19,283,0,6667,-103.66757,46.08853,"EIA-757, Natural Gas Processing Plant Survey"
-104.25667,46.38333,22,Baker Natural Gas Processing Plant,ONEOK,ONEOK,Baker,MT,Fallon,59313,2017,6,2,1500,0,3200,-104.25667,46.38333,"EIA-757, Natural Gas Processing Plant Survey"
-104.26334,47.79031,23,Bakken Gas Plant,Hiland Partners Holdings  LLC,Kinder Morgan,Sidney,MT,Richland,59270,2017,25,22,1421,0,7386,-104.26334,47.79031,"EIA-757, Natural Gas Processing Plant Survey"
-93.63701,29.76523,24,Barracuda Gas Plant,Targa Resources,Targa Resources,Cameron,LA,Cameron,70631,2017,200,81,1059,0,98,-93.63701,29.76523,"EIA-757, Natural Gas Processing Plant Survey"
-96.80477,35.94411,25,Battle Ridge Plant,"EnLink Midstream Services, LLC","EnLink Midstream Services, LLC",Cushing,OK,Nacogdoches,74023,2017,95,50,1200,0,802,-96.80477,35.94411,"EIA-757, Natural Gas Processing Plant Survey"
-102.78696,47.44118,26,Bear Creek Natural Gas Processing Plant,ONEOK,ONEOK,Killdeer,ND,Dunn,58640,2017,80,65,1400,0,0,-102.78696,47.44118,"EIA-757, Natural Gas Processing Plant Survey"
-101.49024,31.95702,27,Bearkat Plant, ,Coronado Midstream LLC,Garden City,TX,Glasscock,79739,2017,60,40,1250,0,4213,-101.49024,31.95702,"EIA-757, Natural Gas Processing Plant Survey"
-84.818,44.559,28,Beaver Creek,"Breitburn Operating, L.P.","Breitburn Operating, L.P.",Grayling,MI,Crawford,49738,2017,2,2,0,0,714,-84.818,44.559,"EIA-757, Natural Gas Processing Plant Survey"
-100.9525,36.7625,29,Beaver Gas Processing,ETC Field Services LLC,ETC Field Services LLC,Beaver,OK,Beaver,73932,2017,95,68,1200,0,2715,-100.9525,36.7625,"EIA-757, Natural Gas Processing Plant Survey"
-94.26248,32.18813,30,Beckville Plant,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,Beckville,TX,Panola,75631,2017,150,119,1073,0,2700,-94.26248,32.18813,"EIA-757, Natural Gas Processing Plant Survey"
-103.20735,46.85974,31,Belfield Gas Plant,Andeavor Field Services LLC,Andeavor Field Services LLC,Belfield,ND,Stark,58622,2017,40,20,1556,0,16600,-103.20735,46.85974,"EIA-757, Natural Gas Processing Plant Survey"
-97.42638,36.62188,32,Bellmon Plant,Superior Pipeline Company LLC,Superior Pipeline Company LLC,Tonkawa,OK,Kay,74653,2017,90,27,1190,0,700,-97.42638,36.62188,"EIA-757, Natural Gas Processing Plant Survey"
-119.75778,35.47436,33,Belridge Gas Plant,Seneca Resources Corporation,Seneca Resources Corporation,McKittrick,CA,Kern,93251,2017,14,8,1148,0,8346,-119.75778,35.47436,"EIA-757, Natural Gas Processing Plant Survey"
-101.77962,31.36209,34,Benedum Complex,WTG Gas Processing LP,Wtg South Permian Midstream LLC,Midkiff,TX,Upton,79755,2017,360,242,1278,0,750,-101.77962,31.36209,"EIA-757, Natural Gas Processing Plant Survey"
-81.29131,39.77323,35,Berne Natural Gas Processing Plant,"Blue Racer Midstream, LLC","Blue Racer Midstream, LLC",Lewisville,OH,Monroe,43754,2017,440,244,1252,0,2600,-81.29131,39.77323,"EIA-757, Natural Gas Processing Plant Survey"
-87.36302,31.07158,36,Big Escambia Creek Gas Processing Plant,"Escambia Operating Company, LLC","Vanguard Natural Resourses, Inc.",Atmore,AL,Escambia,36502,2017,50,29,900,0,34000,-87.36302,31.07158,"EIA-757, Natural Gas Processing Plant Survey"
-107.97333,40.9211,37,Big Hole Plant,Wolverine Resources LLC,Wolverine Resources LLC, ,CO,Moffat,81625,2017,305,0,0,0,0,-107.97333,40.9211,"EIA-757, Natural Gas Processing Plant Survey"
-93.28176,30.11839,38,Big Lake Gas Plant,Targa Midstream Services LLC,"Targa Midstream Services, LLC",Lake Charles,LA,Calcasieu,70605,2017,200,8,1067,0,0,-93.28176,30.11839,"EIA-757, Natural Gas Processing Plant Survey"
-101.36349,31.10967,39,Big Lake Plant,"Lucid Energy WesTex, LLC", ,Big Lake,TX,Reagan,76932,2017,200,140,1150,0,0,-101.36349,31.10967,"EIA-757, Natural Gas Processing Plant Survey"
-98.32443,35.31528,40,Binger,Mustang Ventures Company,"Mustang Gas Products, LLC",Binger,OK,Caddo,73009,2017,15,8,1225,0,0,-98.32443,35.31528,"EIA-757, Natural Gas Processing Plant Survey"
-98.29525,35.2967,41,Binger Operations LLC,Legacy Reserves,Binger Operations LLC,Binger,OK,Caddo,73009,2017,15,13,0,0,83,-98.29525,35.2967,"EIA-757, Natural Gas Processing Plant Survey"
-105.84101,44.1677,42,Bison Treating Facility,"Western Gas Partners, LP","Western Gas Partners, LP",Gillette,WY,Campbell,82718,2017,270,137,927,0,0,-105.84101,44.1677,"EIA-757, Natural Gas Processing Plant Survey"
-110.04911,41.55479,43,Blacks Fork Gas Plant,Green River Processing,"Green River Processing, LLC",Granger,WY,Sweetwater,52934,2017,765,443,1092,0,18334,-110.04911,41.55479,"EIA-757, Natural Gas Processing Plant Survey"
-102.46233,31.44153,44,Block 31 Plant,Oxy, ,Crane,TX,Crane,79731,2017,41,41,550,0,718,-102.46233,31.44153,"EIA-757, Natural Gas Processing Plant Survey"
-82.61665,37.53132,45,Boldman,Markwest Energy Partners lp,"Markwest Energy Partners, L.P.",Pikeville,KY,Pike,41501-7067,2017,70,32,1308,0,2857,-82.61665,37.53132,"EIA-757, Natural Gas Processing Plant Survey"
-103.39339,31.45561,46,Bone Springs Gas Processing Plant,Ranch Westex JV LLC,Energy Transfer Company,Barstow,TX,Ward,79719,2017,120,102,1250,0,5700,-103.39339,31.45561,"EIA-757, Natural Gas Processing Plant Survey"
-97.70121,34.80168,47,Bradley,Enable Products LLC,Enable Products LLC,Bradley,OK,Grady,73011,2017,400,342,1229,0,0,-97.70121,34.80168,"EIA-757, Natural Gas Processing Plant Survey"
-99.25939,28.42054,48,Brasada Gas Plant,Western Gas Partners,Anadarko Petroleum,Cotulla,TX,LaSalle,78014,2017,230,230,1300,0,0,-99.25939,28.42054,"EIA-757, Natural Gas Processing Plant Survey"
-97.80311,33.19606,49,Bridgeport Plant, ,"Enlink Midstream Services, LLC",Bridgeport,TX,Wise,76426,2017,800,515,1170,0,48415,-97.80311,33.19606,"EIA-757, Natural Gas Processing Plant Survey"
-98.41484,33.72994,50,Bridwell River Ranch Gas Plant,Bridwell Oil Company,Bridwell Oil Company, ,TX,Clay, ,2017,1,1,1200,0,700,-98.41484,33.72994,"EIA-757, Natural Gas Processing Plant Survey"
-93.96112,31.06255,51,Brookeland Plant,ETC Field Services LLC,ETC Field Services LLC,Brookeland,TX,Jasper,75931,2017,95,70,1165,0,0,-93.96112,31.06255,"EIA-757, Natural Gas Processing Plant Survey"
-110.28999,40.05735,52,Brundage Canyon Gas Plant,Berry Petroleum Company LLC,Berry Petroleum Company LLC,N/A,UT,Duchesne, ,2017,30,21,1180,0,4285,-110.28999,40.05735,"EIA-757, Natural Gas Processing Plant Survey"
-107.49905,40.48606,53,Buck Peak,Peakview  Oil,"Custom Energy Construction, Inc.",Craig,CO,Moffat,81625,2017,0,0,0,0,4619,-107.49905,40.48606,"EIA-757, Natural Gas Processing Plant Survey"
-103.51008,32.78611,54,Buckeye CO2 Plant,"Chevron USA, Inc.",Chevron,Lovington,NM,Lea,88260,2017,55,53,230,0,700,-103.51008,32.78611,"EIA-757, Natural Gas Processing Plant Survey"
-105.46645,42.74467,55,Bucking Horse Gas Plant,Williams Companies,Williams,Douglas,WY,Converse,82633,2017,120,56,1284,0,0,-105.46645,42.74467,"EIA-757, Natural Gas Processing Plant Survey"
-99.8214,35.3737,56,Buffalo Creek,MarkWest Oklahoma Gas Company LLC,MarkWest Oklahoma Gas Company LLC,Sayre,OK,Roger Mills,73662,2017,200,165,1220,0,0,-99.8214,35.3737,"EIA-757, Natural Gas Processing Plant Survey"
-91.53191,29.57033,57,Burns Point Gas Plant,Enterprise Gas Processing LLC,"Enterprise Gas Processing, LLC",Franklin,LA,St. Mary,70538,2017,120,60,1070,0,500,-91.53191,29.57033,"EIA-757, Natural Gas Processing Plant Survey"
-81.02597,40.25892,58,Cadiz Plant,MarkWest Liberty Midstream & Resource,MarkWest Liberty Midstream & Resources,Cadiz,OH,Harrison,43907,2017,525,509,1184,0,0,-81.02597,40.25892,"EIA-757, Natural Gas Processing Plant Survey"
-119.47866,35.27788,59,California-San Joaquin Basin Onshore CA10,California Resources Corporation,Elk Hills Power LLC,Tupman,CA,Kern,93276,2017,225,215,1220,0,110000,-119.47866,35.27788,"EIA-757, Natural Gas Processing Plant Survey"
-98.15483,35.66683,60,Calumet,Enable Products LLC,Enable Products LLC,Calumet,OK,Canadian,73014,2017,250,89,1116,0,5952,-98.15483,35.66683,"EIA-757, Natural Gas Processing Plant Survey"
-100.94181,36.50358,61,Camrick Gas Plant,"Camrick Gas Processing Company, LLC",Carrera Operating Company,Balko,OK,Beaver,73931,2017,10,4,1140,0,500,-100.94181,36.50358,"EIA-757, Natural Gas Processing Plant Survey"
-98.09698,35.53513,62,Cana Plant, ,"Enlink Midstream Services, LLC",Calumet,OK,Canadian,73014,2017,420,371,1189,0,6095,-98.09698,35.53513,"EIA-757, Natural Gas Processing Plant Survey"
-98.1393,35.58986,63,Canadian Valley Natural Gas Processing,ONEOK,ONEOK,Calumet,OK,Canadian,73014,2017,250,249,1230,1,500,-98.1393,35.58986,"EIA-757, Natural Gas Processing Plant Survey"
-99.30167,35.30917,64,Canute,Enable Products LLC,Enable Products LLC,Canute,OK,Washita,73626,2017,60,32,1128,0,0,-99.30167,35.30917,"EIA-757, Natural Gas Processing Plant Survey"
-93.61304,32.34498,65,Capiana Plant,Enable Midstream Partners,Enable Midstream Partners,Shreveport,LA,Caddo,71115,2017,25,15,1050,0,715,-93.61304,32.34498,"EIA-757, Natural Gas Processing Plant Survey"
-101.13585,35.52346,66,Cargray Plant,ETC Field Services LLC,ETC Field Services LLC,White Deer,TX,Carson,79097,2017,30,15,1340,0,19824,-101.13585,35.52346,"EIA-757, Natural Gas Processing Plant Survey"
-103.89507,32.65397,67,Carlsbad Chaparral Gas Plant,"Enterprise Field Services, LLC",Enterprise Field Services LLC,Carlsbad,NM,Eddy,88220,2017,40,23,1150,0,0,-103.89507,32.65397,"EIA-757, Natural Gas Processing Plant Survey"
-98.53285,36.57609,68,Carmen Gas Processing Plant,"Tall Oak Midcon, LLC","Tall Oak Midcon, LLC",Carmen,OK,Alfalfa,73726,2017,60,29,1185,0,715,-98.53285,36.57609,"EIA-757, Natural Gas Processing Plant Survey"
-110.91311,41.57339,69,Carter Creek Gas Plant,Hilcorp Energy Development LP,Hilcorp Energy Development LP,Evanston,WY,Uinta,82930,2017,62,45,1010,0,75,-110.91311,41.57339,"EIA-757, Natural Gas Processing Plant Survey"
-97.65489,35.74806,70,Cashion Plant,Superior Pipeline Company LLC,Superior Pipeline Company LLC,Cashion,OK,Logan,73016,2017,45,36.5,1300,0,700,-97.65489,35.74806,"EIA-757, Natural Gas Processing Plant Survey"
-106.23774,42.85663,71,Casper Plant,Tallgrass Energy Midstream LLC, ,Casper,WY,Natrona,82604,2017,65,45,1145,0,8970,-106.23774,42.85663,"EIA-757, Natural Gas Processing Plant Survey"
-86.88647,31.29632,72,Castleberry Plant,Gas Processors Inc,Gas Processors Inc,Castleberry,AL,Conecuh,36432,2017,9,9,1275,0,2857,-86.88647,31.29632,"EIA-757, Natural Gas Processing Plant Survey"
-108.36613,36.75905,73,CCI San Juan LLC,"Castleton Commodities International, LLC", ,Kirtland,NM,San Juan,87417,2017,30,23,1039,0,0,-108.36613,36.75905,"EIA-757, Natural Gas Processing Plant Survey"
-101.40068,33.16039,74,Cedar Hill Gas Plant,Davis Gas Processing Inc,Davis Gas Processing Inc,Post,TX,Garza,79356,2017,8,1,1265,0,750,-101.40068,33.16039,"EIA-757, Natural Gas Processing Plant Survey"
-104.15694,40.71389,75,Centennial Gas Plant,"Sterling Energy Investments, LLC","Sterling Energy Investments, LLC",Briggsdale,CO,Weld,80611,2017,20,11,1393,0,5714,-104.15694,40.71389,"EIA-757, Natural Gas Processing Plant Survey"
-102.5625,31.32501,76,CGU Cordona Lake Plant,"XTO Energy, Inc.","XTO Energy, Inc.",Crane,TX,Crane,79731,2017,10,4.57,610,0,443,-102.5625,31.32501,"EIA-757, Natural Gas Processing Plant Survey"
-108.12104,36.48328,77,Chaco Gas Plant,Enterprise Field Services LLC,Enterprise Products Operating LLC,Bloomfield,NM,San Juan,87413,2017,600,338,1185,0,12113,-108.12104,36.48328,"EIA-757, Natural Gas Processing Plant Survey"
-98.2442,36.4329,78,Chaney Dell Plant,"TPL Mid-Continent Westok, LLC","Tpl Mid-Continent Westok, LLC",Ringwood,OK,Major,73768,2017,30,0,1120,0,0,-98.2442,36.4329,"EIA-757, Natural Gas Processing Plant Survey"
-95.10833,32.38444,79,Chapel Hill Gas Plant,American Midstream,American Midstream,Winona,TX,Smith,75792,2017,25,13,1067,0,4850,-95.10833,32.38444,"EIA-757, Natural Gas Processing Plant Survey"
-88.40107,31.46161,80,Chatom Plant, ,"American Midstream Chatom, LLC",Chatom,AL,Washington,36518,2017,12,7,1200,0,6190,-88.40107,31.46161,"EIA-757, Natural Gas Processing Plant Survey"
-97.86237,37.60305,81,Cheney Natural Gas Processing,ONEOK,ONEOK,Cheney,KS,Kingman,67025,2017,85,30,1045,0,0,-97.86237,37.60305,"EIA-757, Natural Gas Processing Plant Survey"
-98.98034,36.2461,82,Chester Plant,Targa,Targa,Chester,OK,Major,73838,2017,30,0,1102,0,0,-98.98034,36.2461,"EIA-757, Natural Gas Processing Plant Survey"
-97.87806,33.3125,83,Chico Plant,"Targa Midstream Services, LLC","Targa Midstream Services, LLC",Chico,TX,Wise,76431,2017,265,135,1214,0,17383,-97.87806,33.3125,"EIA-757, Natural Gas Processing Plant Survey"
-109.41961,40.03766,84,Chipeta Plant,"Western Gas Partners, LP","Western Gas Partners, LP",Vernal,UT,Uintah,84078,2017,750,415,1112,0,0,-109.41961,40.03766,"EIA-757, Natural Gas Processing Plant Survey"
-90.82202,30.97027,85,Chipola Field Gas Plant,"Bridwell Oil Management, LLC","Bridwell Oil Management, LLC", ,LA,Saint Helena, ,2017,1,1,1200,0,700,-90.82202,30.97027,"EIA-757, Natural Gas Processing Plant Survey"
-96.88692,30.00133,86,Chisholm Plant,ETC Texas Pipeline Ltd.,Energy Transfer Company,La Grange,TX,Fayette,78945,2017,120,70,1275,0,1000,-96.88692,30.00133,"EIA-757, Natural Gas Processing Plant Survey"
-97.74381,35.7737,87,Chisholm Plant,"EnLink Midstream Services, LLC","EnLink Midstream Services, LLC",Kingfisher,OK,Kingfisher,73750,2017,560,390,1250,0,14156,-97.74381,35.7737,"EIA-757, Natural Gas Processing Plant Survey"
-97.82725,34.85603,88,Chitwood Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Ninnekah,OK,Grady,73067,2017,90,70,1250,0,4000,-97.82725,34.85603,"EIA-757, Natural Gas Processing Plant Survey"
-98.99444,36.18222,89,Cimarron Gas Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Seiling,OK,Woodward,73663,2017,65,55,1100,0,2388,-98.99444,36.18222,"EIA-757, Natural Gas Processing Plant Survey"
-98.86306,35.49528,90,Clinton,Enable Products LLC,Enable Products LLC,Clinton,OK,Custer,73601,2017,120,117,1197,0,0,-98.86306,35.49528,"EIA-757, Natural Gas Processing Plant Survey"
-96.23225,34.60486,91,Coalgate Plant,Enable Midstream Partners,Enable Midstream Partners,Coalgate,OK,Coal,74538,2017,13,4,1106,0,714,-96.23225,34.60486,"EIA-757, Natural Gas Processing Plant Survey"
-96.28924,34.58668,92,Coalgate Stonewall Gas Plant,Targa Resources,Targa Resources,Coalgate,OK,Coal,74538,2017,280,258,1200,0,0,-96.28924,34.58668,"EIA-757, Natural Gas Processing Plant Survey"
-80.52342,38.98233,93,Copley Extraction Plant,"Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.",Weston,WV,Lewis,26452,2017,35,0,0,0,2514,-80.52342,38.98233,"EIA-757, Natural Gas Processing Plant Survey"
-102.87212,32.99888,94,Cornell Mahoney Gas Plant,"XTO Energy, INC", ,Denver City,TX,Yoakum,79323,2017,50,40,380,0,2000,-102.87212,32.99888,"EIA-757, Natural Gas Processing Plant Survey"
-93.37389,32.78472,95,Cotton Valley Gas Plant,"XTO Energy, Inc.","XTO Energy, Inc.",Cotton Valley,LA,Webster,71018,2017,90,35,0,0,18000,-93.37389,32.78472,"EIA-757, Natural Gas Processing Plant Survey"
-102.89911,48.48844,96,County Line Plant,"Liberty Midstream Solutions, LLC","Liberty Midstream Solutions, LLC",Tioga,ND,Williams,58852,2017,25,11,1475,0,6500,-102.89911,48.48844,"EIA-757, Natural Gas Processing Plant Survey"
